ID	Day1	Day2	Day3	Day6	Day8	Day12
PF3D7_1038000.1	11.935796	12.435397	12.064483	11.736315	11.526476	12.162135
PF3D7_1038000.2	11.935796	12.435397	12.064483	11.736315	11.526476	12.162135
PF3D7_1038100	5.612121	5.712485	5.546871	5.281322	5.545073	5.274898
PF3D7_1038300	4.58297	4.738574	4.950598	5.128501	4.992593	5.334454
PF3D7_1038400	8.613529	8.562997	9.449141	10.141574	9.36841	8.665647
PF3D7_1038500	5.532365	5.360923	4.339897	4.779152	4.094777	5.789919
PF3D7_1038600	5.331558	5.358654	5.168754	5.082526	5.014899	5.372251
PF3D7_1038700	7.283709	7.855207	7.925806	7.66498	7.430613	7.25935
PF3D7_1038800	5.489883	5.257278	5.718342	5.398216	5.166553	4.898124
PF3D7_1038900	5.920643	6.52156	6.053827	6.378237	6.793032	6.295733
PF3D7_1039000	6.179268	4.546077	4.893516	4.64607	4.411001	4.464337
PF3D7_1039100	4.688123	4.486447	4.870447	4.434341	5.048062	5.540433
PF3D7_1039200	4.700306	4.003655	3.621795	4.788442	4.1383	5.064795
PF3D7_1039300	7.776957	7.771753	8.717591	8.719717	8.219676	10.123128
PF3D7_1039400	4.225192	3.992799	4.247315	4.375051	3.945142	5.129951
PF3D7_1039600	5.812811	6.017708	6.648053	6.070843	5.981847	5.930085
PF3D7_1039700	7.251256	5.831374	5.291301	4.752331	4.634688	5.228554
PF3D7_1039800	5.2641	4.487351	5.382056	4.783243	4.404055	5.247522
PF3D7_1039900	5.771159	5.02405	5.324428	5.168106	4.861249	5.351126
PF3D7_1040000	5.100417	4.580971	5.182422	5.447997	4.788686	5.622071
PF3D7_1040100	4.641533	4.167637	4.714663	4.621974	4.270741	4.792733
PF3D7_1040200	8.796335	5.338433	5.478658	5.590929	5.753568	5.56016
PF3D7_1040300	8.094018	5.757516	5.806101	5.864889	5.764766	5.838193
PF3D7_1040400	6.8391	6.046287	6.773214	6.548079	5.916328	7.091382
PF3D7_1040500	5.919968	5.431619	5.543219	5.905607	5.276928	6.06612
PF3D7_1040600	4.666095	4.828265	4.612114	4.842528	4.887134	5.117247
PF3D7_1040700	5.297699	4.998052	5.297699	5.442828	5.687448	5.672973
PF3D7_1040800	5.138858	4.442761	5.029244	4.8265	4.869791	4.978301
PF3D7_1040900	5.264414	4.606075	5.130734	5.334232	4.950152	5.702627
PF3D7_1041000	6.706912	5.890673	5.86266	5.969455	5.773546	6.256429
PF3D7_1041100	6.010168	5.864484	6.490501	6.406933	6.422675	6.610401
PF3D7_1041200	5.182345	4.7417	5.220851	5.323536	5.173511	5.126103
PF3D7_1041300	5.893851	5.736222	5.912073	5.8558	5.811665	6.185332
PF3D7_1100100	6.063325	5.631045	6.096526	5.962622	5.742408	6.247385
PF3D7_1100200	5.585782	5.208947	5.468567	5.346071	5.284237	5.584663
PF3D7_1100300	7.059429	5.68455	6.5028	6.058688	5.886802	6.330591
PF3D7_1100400	5.308972	4.942911	4.987425	5.198338	4.85923	6.052846
PF3D7_1100500	7.475059	4.935121	4.944474	5.312598	4.921707	6.362297
PF3D7_1100600	3.79102	3.801181	3.920322	3.97213	4.089617	4.556625
PF3D7_1100700	4.998199	4.534027	4.523573	4.381064	4.770839	4.726422
PF3D7_1100800	6.495149	4.914277	4.073761	3.81876	3.811688	4.517298
PF3D7_1100900	5.260048	5.474162	5.847279	5.615007	5.504126	5.82801
PF3D7_1101000	6.024395	6.444268	6.259233	6.438894	6.250457	6.400876
PF3D7_1101100	6.17116	5.721006	5.873127	6.062338	6.190853	6.210934
PF3D7_1101200	5.305959	4.923339	4.849901	5.34583	5.12206	4.765961
PF3D7_1101300	7.626044	5.680638	5.724206	5.852902	5.912225	6.313323
PF3D7_1101400	5.417967	4.806168	5.839629	5.37925	5.658749	5.614108
PF3D7_1101500	5.771159	5.042992	5.324428	5.168106	4.861249	5.351126
PF3D7_1101600	7.19465	5.627901	6.925808	6.178972	5.704582	6.57668
PF3D7_1101700	7.826702	6.22055	5.479519	5.254139	5.165528	5.518747
PF3D7_1101800	5.896618	6.152691	6.80164	6.419899	6.079002	6.079002
PF3D7_1101900	4.049013	3.797231	4.109555	4.199498	4.007086	4.954873
PF3D7_1102000	8.376272	8.361715	9.114909	9.432177	8.702895	10.644889
PF3D7_1102100	4.700306	4.003655	3.621795	4.788442	4.1383	5.064795
PF3D7_1102200	4.634762	4.440918	4.849541	4.455026	4.837695	5.526813
PF3D7_1102300	6.887103	6.632936	7.237301	7.774619	7.666895	9.153912
PF3D7_1102400	5.422981	5.014529	5.29222	5.397616	5.98582	6.629068
PF3D7_1102500	6.594956	6.635398	6.882139	5.971694	5.635203	5.83209
PF3D7_1102600	4.380835	4.709805	4.333524	3.988048	4.066149	4.88335
PF3D7_1102700	9.327309	8.303764	10.760612	9.53507	7.976357	7.981157
PF3D7_1102800	13.182847	13.370836	14.178077	13.910615	12.20344	12.262795
PF3D7_1102900	3.712688	3.500452	3.885943	3.421908	4.81346	3.915323
PF3D7_1103000	5.771456	5.173548	5.917907	6.428832	6.457163	6.115878
PF3D7_1103100	12.80468	12.555436	12.514653	12.903763	13.097566	13.815542
PF3D7_1103400	5.169253	4.986618	4.904263	4.715902	4.877306	4.938682
PF3D7_1103500	6.604214	7.085056	7.781772	8.656481	9.429853	10.090611
PF3D7_1103600	5.324251	4.946893	4.914145	4.851384	5.076406	5.037969
PF3D7_1103700	7.280846	7.235497	6.95187	6.498029	6.31369	6.106462
PF3D7_1103800	6.265896	6.393229	6.575023	6.485855	6.082136	5.88013
PF3D7_1103900	4.277162	4.086318	4.956537	4.956537	5.402597	5.140857
PF3D7_1104000	6.940456	6.809639	5.804842	5.639076	5.862953	6.04693
PF3D7_1104100	5.957341	5.422835	5.643866	5.214975	5.813995	5.432971
PF3D7_1104200	5.929625	5.787068	5.491502	5.639978	5.531229	5.197382
PF3D7_1104300	6.305978	6.592549	6.227685	6.528094	6.748818	6.584062
PF3D7_1104400	8.047567	8.141488	7.450617	7.093096	6.99812	7.116065
PF3D7_1104500	6.594809	7.081771	7.216802	7.911693	8.292521	7.856073
PF3D7_1104600	6.137272	5.635967	5.699135	6.311784	6.913863	6.793867
PF3D7_1104700.1	8.243548	8.036942	7.621566	7.407951	8.074232	8.926601
PF3D7_1104700.2	8.243548	8.036942	7.621566	7.407951	8.074232	8.926601
PF3D7_1104800	7.077192	6.419521	5.636849	5.625922	6.000071	5.937927
PF3D7_1104900	6.766533	7.171591	7.854012	7.656456	7.624777	7.269366
PF3D7_1105000	8.741406	9.413029	8.789256	8.709173	9.774338	10.602465
PF3D7_1105100	11.173924	11.718026	11.418305	11.416438	11.965959	12.592382
PF3D7_1105200	5.362104	5.782069	5.497683	6.072618	5.818603	5.739645
PF3D7_1105300	5.049859	4.887882	5.222793	4.904243	4.707585	4.615404
PF3D7_1105400	8.720098	8.186967	7.905535	7.786204	7.983035	8.399929
PF3D7_1105500	5.404302	7.117583	6.066486	6.555709	7.196958	7.649414
PF3D7_1105600	5.920557	5.314003	5.521831	5.010058	4.754285	5.146548
PF3D7_1105700	8.351853	8.000952	8.026917	7.702189	7.593132	7.019079
PF3D7_1105800	7.93747	7.681175	7.138372	7.24556	7.482796	6.626204
PF3D7_1105900	6.733128	6.052854	6.256433	6.335036	6.895672	6.818115
PF3D7_1106000	6.904226	6.314117	6.131627	5.693592	5.817946	5.952753
PF3D7_1106100	5.515204	6.615063	5.89389	6.169555	6.395386	6.35959
PF3D7_1106200	5.223461	5.769992	5.117597	5.130317	5.100304	5.588871
PF3D7_1106300	7.206433	7.704949	7.154484	6.621601	6.769429	6.361273
PF3D7_1106400	3.927258	4.043764	5.126271	4.110439	4.386105	4.742058
PF3D7_1106500	5.304607	5.113881	5.049169	5.104154	5.109925	5.272154
PF3D7_1106600	4.89579	4.920064	4.439472	4.447148	4.43376	4.583486
PF3D7_1106700	5.071876	5.142173	4.704284	4.821392	4.733961	4.544267
PF3D7_1106800	6.101095	6.23638	6.23694	6.330233	6.518945	6.385785
PF3D7_1106900	3.809661	3.851965	3.739955	4.10472	4.856614	4.136905
PF3D7_1107000	9.145348	8.972918	8.34712	8.178306	9.101259	8.489684
PF3D7_1107100	5.40897	6.411753	6.147015	6.18106	6.228731	5.693394
PF3D7_1107200	6.037303	6.170521	5.915802	5.888506	5.653741	5.442479
PF3D7_1107300	7.376146	7.032149	7.005034	6.968237	6.724946	6.141222
PF3D7_1107400	7.734584	8.227399	8.680042	9.306186	10.060088	8.257371
PF3D7_1107500	6.99176	6.556621	6.254801	6.120131	6.097575	5.218615
PF3D7_1107600	3.986126	3.930262	4.077378	4.282086	4.288442	4.716131
PF3D7_1107700	7.224593	6.839547	7.044065	6.718891	6.544983	6.64604
PF3D7_1107800	7.316503	7.058181	7.070751	7.297782	7.718312	7.114983
PF3D7_1107900	5.591825	5.645815	6.056287	6.740292	7.28914	6.879163
PF3D7_1108000	5.497603	5.497231	5.493481	5.750215	5.080492	5.136114
PF3D7_1108100	9.900577	9.952288	10.842375	11.587568	11.392367	9.947774
PF3D7_1108200	6.199458	6.209763	6.261992	7.370478	6.909647	6.502782
PF3D7_1108300	6.263995	6.960908	6.785469	6.645239	6.82032	6.697141
PF3D7_1108400	8.980218	8.611665	7.74024	7.442487	7.737872	7.721844
PF3D7_1108500	7.769451	8.622213	8.269466	8.558745	8.798911	8.929931
PF3D7_1108600	7.283926	7.75156	7.114972	7.267486	7.748783	8.478599
PF3D7_1108700	8.786695	9.098868	8.583009	8.764552	8.452113	7.668288
PF3D7_1108800	5.111744	4.62461	4.822442	4.869619	4.707542	4.303008
PF3D7_1108900	4.693445	4.502863	4.884476	4.62134	4.353857	5.075798
PF3D7_1109100	4.605237	4.819175	5.25871	6.062084	6.429866	6.009086
PF3D7_1109200	5.000931	5.221682	4.935258	5.323476	5.395355	5.688656
PF3D7_1109400	6.737803	6.534879	6.970511	6.954542	6.831124	6.820144
PF3D7_1109900	9.763518	9.087781	8.981951	8.435099	8.483358	8.236328
PF3D7_1110000	5.603185	5.882528	6.151194	6.119688	5.943893	6.829417
PF3D7_1110100	4.939494	5.092475	4.541374	5.142797	4.759898	4.654604
PF3D7_1110200	6.618453	6.530209	6.14222	6.117239	6.223787	5.778265
PF3D7_1110300	6.756305	6.475136	6.415039	5.810272	6.434813	7.731289
PF3D7_1110400	6.176054	5.803475	5.862162	5.830126	5.336484	5.350377
PF3D7_1110500	6.165521	6.353611	6.436944	6.694	6.159371	5.51366
PF3D7_1110600	7.234567	7.589758	7.058835	7.264964	7.200147	7.419941
PF3D7_1110700	7.245272	8.478936	8.131726	8.189163	8.396519	8.411913
PF3D7_1110800	6.634764	7.222582	7.684799	7.569926	7.405957	7.592981
PF3D7_1110900	5.934168	5.647408	5.542919	5.712164	5.840521	5.466313
PF3D7_1111000	6.708279	6.261222	6.50181	6.159385	6.459466	6.149133
PF3D7_1111100	8.865	9.032914	8.793035	8.678238	8.911493	9.576241
PF3D7_1111200	4.904077	4.601275	4.94858	4.590256	4.6411	5.29851
PF3D7_1111300	4.124066	3.698779	3.854749	4.184376	4.288479	4.587148
PF3D7_1111400	5.966853	6.784198	6.666258	5.969129	6.476321	6.673601
PF3D7_1111500	6.139465	6.981863	6.692273	5.807521	6.788236	6.020436
PF3D7_1111600	5.668182	6.132088	6.361433	7.248597	7.156712	7.106195
PF3D7_1111700	5.877279	5.86925	5.293144	5.866232	5.727044	6.038208
PF3D7_1111800	4.430211	4.808077	4.573099	4.462628	4.690346	5.501014
PF3D7_1111900	4.445381	4.884154	4.425702	4.934519	5.415003	4.739788
PF3D7_1112000	9.719114	9.835326	10.030858	10.243338	9.982261	11.215255
PF3D7_1112100	5.114781	5.337831	5.191492	5.012316	5.070493	5.26454
PF3D7_1112200	5.892405	6.096721	6.193974	6.416517	6.777463	6.435856
PF3D7_1112300	5.180926	5.609358	4.942025	4.892045	5.316595	5.521159
PF3D7_1112400	4.936496	5.960159	5.646073	5.549855	6.094773	6.131127
PF3D7_1112500	6.524075	5.808895	5.386668	6.118477	6.066545	5.977001
PF3D7_1112600	4.620552	4.598702	4.352264	4.366646	4.72061	4.398206
PF3D7_1112700	4.602448	4.644267	4.290487	4.579366	4.719455	4.734579
PF3D7_1112800	4.120222	5.344506	5.474633	4.938322	6.027392	5.024951
PF3D7_1112900	4.05955	4.319663	4.561831	4.125056	4.714322	4.753947
PF3D7_1113000	4.067786	4.275271	4.35261	4.18804	4.100433	4.427603
PF3D7_1113100	9.335763	9.346304	9.507673	9.13674	9.249647	9.169504
PF3D7_1113200	4.462617	5.038877	4.960001	4.733333	4.706468	4.4028
PF3D7_1113300	6.54807	8.074378	7.271697	7.08088	7.704961	7.404818
PF3D7_1113400	7.608411	7.148278	7.24421	6.832494	7.233767	7.443158
PF3D7_1113500	4.49268	4.639173	4.598645	4.5159	4.270049	4.58584
PF3D7_1113600	6.872375	6.754288	6.392795	6.262085	5.803435	6.125443
PF3D7_1113700	5.671731	4.628682	4.980647	4.91379	5.191919	5.606187
PF3D7_1113800	6.606446	6.469908	6.539163	6.585684	6.373356	6.637832
PF3D7_1113900	4.585109	4.754579	5.0724	5.513052	5.364596	5.511555
PF3D7_1114000	7.364261	7.243148	7.917799	8.053222	8.107261	9.100802
PF3D7_1114100.1	8.504518	8.542993	9.067841	8.202906	8.586669	7.769642
PF3D7_1114100.2	8.504518	8.542993	9.067841	8.202906	8.586669	7.769642
PF3D7_1114200	5.731813	5.49633	6.211734	6.15212	5.543878	5.787307
PF3D7_1114400	4.615971	4.723958	4.943604	4.457004	4.702286	4.60036
PF3D7_1114500	6.864426	7.028941	6.648086	7.088843	7.751173	7.262801
PF3D7_1114600	4.778378	4.605375	4.965985	5.09489	5.08824	5.655266
PF3D7_1114700	7.91307	7.871821	7.530877	7.407354	7.31827	7.171094
PF3D7_1114800	5.607327	6.159956	6.410276	6.378455	6.92136	6.014396
PF3D7_1114900	5.348436	5.919209	5.730434	6.288918	6.252186	6.312593
PF3D7_1115000	9.055653	9.220383	8.731727	8.535867	8.196715	9.116172
PF3D7_1115100	8.841727	9.572098	10.187066	11.512309	12.796305	12.538021
PF3D7_1115200	7.196116	7.375869	7.237675	8.052135	8.694026	8.932961
PF3D7_1115300	6.461554	5.101294	4.889392	4.946845	4.548007	4.814218
PF3D7_1115400	7.551477	7.577218	7.511032	7.443788	7.33339	6.931956
PF3D7_1115500	7.337423	8.112788	7.574884	7.204147	6.699071	6.864199
PF3D7_1115600	9.321964	10.272436	9.350443	8.937081	8.62902	8.485334
PF3D7_1115700	7.416433	6.05692	6.03777	5.562028	5.567379	5.497056
PF3D7_1115800	6.412405	6.463135	7.284683	6.434815	6.08365	5.565204
PF3D7_1115900	6.52471	6.825911	6.907308	6.679631	7.463394	7.474403
PF3D7_1116000	6.865156	9.009329	8.981439	8.285679	7.439847	7.145209
PF3D7_1116100	5.031368	5.749959	5.402007	5.143776	5.115592	5.170806
PF3D7_1116200.1	7.403128	7.07897	6.544748	6.364396	6.687756	6.568176
PF3D7_1116200.2	7.795052	7.223229	6.883764	6.728129	6.893706	7.008372
PF3D7_1116300	7.933275	7.410304	7.686357	7.452568	7.548077	8.607793
PF3D7_1116400	7.186537	7.242753	7.289988	7.47102	7.684529	7.007071
PF3D7_1116500	6.893051	6.916009	6.79918	7.328741	7.785627	7.055403
PF3D7_1116600	8.335016	8.200158	7.892048	7.895957	7.918007	7.51507
PF3D7_1116700	8.480326	7.442925	7.603252	7.341607	7.829915	6.985247
PF3D7_1116800	6.635726	5.501194	6.298771	5.49855	5.464369	5.454035
PF3D7_1116900	7.727683	8.206702	8.889246	9.235674	10.280023	10.34094
PF3D7_1117000	4.76253	5.108419	5.040477	5.21059	5.321847	5.471286
PF3D7_1117100	5.2649	5.856656	5.842788	5.935901	6.147384	5.768552
PF3D7_1117200	5.116672	5.366948	5.874954	5.606032	5.624524	5.98913
PF3D7_1117300	6.875268	6.819087	7.031073	6.706295	6.91784	6.270914
PF3D7_1117400	8.709696	9.000823	8.751222	8.676575	8.935458	9.105068
PF3D7_1117500	4.956656	4.914281	4.367941	4.991993	4.755624	4.004311
PF3D7_1117600.1	6.924352	7.106117	6.887235	6.696653	7.119664	6.586015
PF3D7_1117600.2	6.924352	7.106117	6.887235	6.696653	7.119664	6.586015
PF3D7_1117700	10.064303	10.054351	9.301345	9.206877	9.603149	10.65574
PF3D7_1117800	5.422112	5.518995	5.386913	5.061732	5.13932	5.283149
PF3D7_1117900	4.98194	5.22857	5.042577	5.13063	5.054231	5.13605
PF3D7_1118000	5.30872	5.887337	5.126585	5.187245	5.596279	5.532418
PF3D7_1118100	7.581621	7.838829	7.42007	7.559748	8.125336	8.179865
PF3D7_1118200	7.116834	6.553596	6.514896	6.685767	6.873188	6.38831
PF3D7_1118300	6.155412	6.036971	5.880543	5.834091	5.723503	5.577381
PF3D7_1118400	4.506324	5.3894	4.931462	4.93261	4.975188	4.586418
PF3D7_1118500	8.250323	7.924295	8.069023	7.864354	7.874397	8.311026
PF3D7_1118600	6.864975	6.673925	6.93775	6.794227	6.750508	6.497439
PF3D7_1118700	5.345628	6.178926	6.007974	6.314613	6.763548	6.589916
PF3D7_1118800	7.480136	7.946401	8.549363	8.885286	9.290342	9.48696
PF3D7_1118900	7.64968	7.712355	8.151355	8.511361	9.164336	9.533785
PF3D7_1119000	5.610268	5.919935	5.026024	5.16893	5.60938	6.205981
PF3D7_1119100	6.918356	6.421804	6.413285	6.500164	7.055971	7.517636
PF3D7_1119200	9.117018	8.832679	9.462502	9.418235	10.118003	11.241385
PF3D7_1119300	8.860191	8.245966	7.471405	7.740953	7.69729	6.808228
PF3D7_1119400	5.513085	5.399396	5.45702	5.145422	5.354033	5.075196
PF3D7_1119500	5.752531	6.002338	5.6308	6.279903	6.228069	5.990675
PF3D7_1119600	6.418723	6.116557	5.890743	5.723362	5.909096	5.820978
PF3D7_1119700	4.449746	5.344317	5.344317	5.344317	5.878525	5.711734
PF3D7_1119800	5.896919	6.060814	5.461631	5.544307	5.66949	6.426737
PF3D7_1119900	4.86295	4.753417	4.723055	4.758957	4.77268	4.633422
PF3D7_1120000	7.645506	7.159286	6.96994	6.887302	6.278674	5.929604
PF3D7_1120100	10.903348	10.476844	9.503275	8.882884	8.934027	8.669539
PF3D7_1120200	8.350779	7.962537	8.364017	7.792298	7.778667	8.286271
PF3D7_1120300	4.764658	5.053826	4.835278	4.834123	4.683843	4.81819
PF3D7_1120400	5.694074	5.50054	5.302498	4.930689	5.400889	5.187982
PF3D7_1120500	5.477284	5.196016	5.428729	5.542834	5.055848	5.02018
PF3D7_1120600	3.996472	4.204998	4.145478	4.10311	3.982361	4.54924
PF3D7_1120700	5.514995	5.414418	5.62032	6.388517	6.716524	6.8604
PF3D7_1120800	7.522865	7.883634	6.920163	6.556556	7.743817	6.764625
PF3D7_1120900	6.152673	6.617816	6.392883	6.586843	7.218465	6.767599
PF3D7_1121000	5.741643	6.444773	6.429292	6.812095	7.800014	7.430061
PF3D7_1121100	4.191076	4.545619	4.317361	4.290328	4.186757	4.413476
PF3D7_1121200	5.777927	5.819231	6.362444	5.556595	5.582333	5.758432
PF3D7_1121300	4.229315	4.885673	4.306844	4.464304	4.325506	4.835257
PF3D7_1121400	4.901122	5.487805	5.578444	6.044875	6.262317	6.026962
PF3D7_1121500	4.05619	4.415116	4.514696	4.141847	4.202921	4.7978
PF3D7_1121600	12.399701	11.832151	11.88924	11.180471	10.617336	10.931763
PF3D7_1121700	6.680372	6.459781	6.427447	6.372095	6.238317	5.952803
PF3D7_1121800	4.245409	4.217792	4.665226	4.857502	4.869194	5.040023
PF3D7_1121900	4.136544	5.592301	5.142342	5.078659	5.969856	5.443513
PF3D7_1122000	5.617155	4.385497	4.505491	4.070056	4.529265	4.876681
PF3D7_1122100	4.68533	4.662114	4.711322	5.114972	5.141757	4.697852
PF3D7_1122200	4.862375	4.959722	5.133811	5.307957	4.842255	5.238015
PF3D7_1122300	4.282781	4.598063	4.52791	4.8381	5.246233	4.631399
PF3D7_1122400	5.724561	5.810629	5.800011	5.687271	5.858514	5.8744
PF3D7_1122500	4.098662	4.226938	4.18964	4.226938	4.226938	4.130477
PF3D7_1122600	4.284929	4.349525	4.552716	4.578297	4.644065	4.636322
PF3D7_1122700	5.558807	7.438629	6.086824	6.088655	6.658212	6.587147
PF3D7_1122800	6.199198	6.176961	6.218803	6.19348	6.301142	6.192169
PF3D7_1122900	4.477738	4.589963	4.784651	4.651271	4.738236	4.904173
PF3D7_1123000	4.957071	4.654909	4.533921	4.508563	4.245274	4.595726
PF3D7_1123100	5.507522	5.61191	5.422729	5.583095	5.722087	5.411894
PF3D7_1123200	4.692851	5.165114	5.088806	4.801823	4.997189	5.203253
PF3D7_1123300	5.840172	5.994803	5.700931	5.690614	6.031121	6.366571
PF3D7_1123400	9.118079	8.990009	8.740134	8.594209	8.770038	8.695019
PF3D7_1123500	7.477445	7.275373	7.076999	6.97429	7.047537	6.846945
PF3D7_1123600	5.325714	5.260379	5.519989	5.304793	5.244096	5.572201
PF3D7_1123700	6.428364	6.959164	6.648107	5.996435	7.790153	8.055037
PF3D7_1123800	5.826898	6.083845	5.52431	5.475733	5.538287	5.870433
PF3D7_1123900	9.209466	8.45821	8.408855	7.705215	7.865243	8.009426
PF3D7_1124000	6.683976	7.162261	7.05643	7.162481	7.687362	7.287147
PF3D7_1124100	6.178559	6.103633	5.787374	5.828341	6.340477	6.300597
PF3D7_1124200	7.855931	7.910865	8.002448	7.991786	8.07875	7.776097
PF3D7_1124300	6.924445	6.984247	6.525481	6.509742	6.936058	7.001245
PF3D7_1124400	5.404989	5.159161	5.304922	5.246067	6.000994	5.305424
PF3D7_1124500	6.880416	7.235559	7.455407	7.838895	8.633331	8.53513
PF3D7_1124600	7.026453	7.156191	6.808952	6.232233	6.930559	7.664588
PF3D7_1124700	5.144972	4.383328	4.436863	4.441123	4.394779	4.475266
PF3D7_1124800	6.38191	6.246351	5.814666	5.953554	6.272547	7.426082
PF3D7_1124900	9.154728	8.677291	8.454831	9.05544	9.719195	10.253564
PF3D7_1125000	7.646618	8.539363	8.242835	8.63977	9.159398	10.041824
PF3D7_1125100	5.05063	5.362731	5.300768	5.366503	4.628806	5.339937
PF3D7_1125200	9.028223	8.679807	8.955724	8.844818	8.695828	7.909984
PF3D7_1125300	5.557805	5.598776	5.336482	6.055955	5.811937	5.875831
PF3D7_1125400	6.739749	5.961509	5.912041	5.576195	5.937051	5.790416
PF3D7_1125500	6.383187	5.196993	5.583943	4.497248	5.419126	5.278353
PF3D7_1125700	5.153448	5.753828	6.544539	5.770973	6.100973	5.997124
PF3D7_1125800	6.262662	6.807656	8.552817	7.214617	5.960992	5.995373
PF3D7_1125900	5.28207	5.08821	5.77945	5.107207	6.21808	6.028237
PF3D7_1126000	7.798814	7.178029	6.745318	6.645279	6.530332	5.875823
PF3D7_1126100	5.833972	5.823644	5.873917	5.781816	5.776051	6.417548
PF3D7_1126200	7.683342	6.655474	5.938187	5.702814	6.212111	6.311434
PF3D7_1126300	4.7504	4.912189	4.742938	4.494157	4.687124	4.787196
PF3D7_1126400	6.112764	6.093868	6.306397	6.628429	6.23289	6.332567
PF3D7_1126500	6.750901	6.509727	6.565919	6.476435	6.493697	6.174901
PF3D7_1126600	5.040756	4.489551	4.992053	5.002955	5.027827	5.607249
PF3D7_1126700	4.737269	5.030737	5.683167	5.562325	5.314424	5.458334
PF3D7_1126800	7.930166	7.914606	8.44539	8.742533	8.514462	8.663117
PF3D7_1126900	9.334062	9.01572	8.831229	8.639503	9.112571	10.048408
PF3D7_1127000	6.005622	5.78005	4.938377	4.956537	4.965293	5.502616
PF3D7_1127100	8.339643	9.932303	8.919369	8.636428	9.488111	9.296319
PF3D7_1127200	3.666333	3.443386	3.536651	4.546064	4.820024	4.297469
PF3D7_1127300	5.755248	5.272029	5.38751	5.516402	5.349437	5.257201
PF3D7_1127400	5.22056	4.867322	4.919049	5.543236	5.453905	4.854689
PF3D7_1127500	6.556952	6.640129	6.641519	6.81823	7.840681	7.442747
PF3D7_1127600	6.814589	6.923975	6.994396	6.677438	7.354249	7.619053
PF3D7_1127700	4.847622	4.724175	5.42839	5.108778	5.271111	6.068502
PF3D7_1127800	4.753304	5.138081	4.987912	4.784415	4.641018	4.594734
PF3D7_1127900	5.758438	5.101819	5.754138	6.016146	6.31778	5.501504
PF3D7_1128000.1	5.845889	5.853309	5.685731	5.654187	5.696247	5.842207
PF3D7_1128000.2	5.768153	5.734603	5.589614	5.566335	5.580142	5.74254
PF3D7_1128100	8.747422	8.608559	8.476564	8.44512	8.589517	8.555487
PF3D7_1128200	7.004105	6.746992	6.368415	6.657777	7.024127	7.76551
PF3D7_1128300	5.194183	5.202812	5.664332	6.332209	6.259636	5.942912
PF3D7_1128400	7.341734	7.099979	6.711997	6.515309	6.73377	7.06818
PF3D7_1128500	7.260576	6.791544	6.679195	6.671334	6.859647	6.953525
PF3D7_1128600	6.14998	6.274049	6.629723	6.905338	6.957707	6.545291
PF3D7_1128700	5.431984	6.26862	6.146748	6.307875	6.933496	6.197494
PF3D7_1128900	5.304912	5.781028	5.430986	5.755809	6.04608	5.725959
PF3D7_1129000	6.671866	6.42733	5.447802	5.495123	5.873777	5.342924
PF3D7_1129100	8.180913	7.974165	8.03489	7.553068	7.806095	7.554497
PF3D7_1129200	5.921132	6.138236	5.176956	5.111872	5.188249	5.113847
PF3D7_1129300	4.38986	5.173967	4.816438	4.793468	4.43544	4.785764
PF3D7_1129400	8.749835	8.010537	7.962755	7.862177	7.668586	7.546548
PF3D7_1129500	5.958022	6.063123	5.930079	5.888542	6.477895	5.956436
PF3D7_1129600	4.984946	5.304691	5.964019	6.931718	7.118713	6.914027
PF3D7_1129700	4.297876	5.543212	5.800011	4.714706	4.565425	4.400005
PF3D7_1129800	6.784819	6.922469	6.349263	6.32436	6.463565	6.816371
PF3D7_1129900	8.915988	8.656702	8.606846	8.530639	8.93683	8.933774
PF3D7_1130000	6.42148	6.643366	6.273891	5.897412	6.315931	6.747998
PF3D7_1130100	8.371583	8.183871	7.843713	7.616613	8.204596	8.485631
PF3D7_1130200	11.356633	11.211462	10.944761	10.609431	10.917491	11.235657
PF3D7_1130400	7.426603	7.641061	7.293026	7.612701	7.853446	7.601399
PF3D7_1130500	5.494716	6.134211	5.407106	5.612445	5.208071	5.217428
PF3D7_1130600	6.78755	6.663079	6.481143	6.295298	6.237789	6.323548
PF3D7_1130700	5.760069	5.902488	5.844132	6.19915	6.088038	5.753075
PF3D7_1130800	4.660972	4.91178	4.447952	5.03707	4.899058	5.033914
PF3D7_1130900	5.939286	5.972184	6.073636	5.84303	6.224725	6.466825
PF3D7_1131000	9.365315	9.311336	8.61119	8.498855	9.516455	10.31269
PF3D7_1131100	5.224604	5.107422	4.793372	5.077548	5.995545	5.690955
PF3D7_1131200	5.270385	5.813147	5.706668	5.792898	5.943163	6.027944
PF3D7_1131300	5.564439	5.87377	5.83399	6.346097	6.75491	6.699259
PF3D7_1131400	6.178873	6.20904	6.194454	6.298357	6.425299	5.942469
PF3D7_1131500	5.999249	5.861593	6.557292	7.441864	8.415357	8.615022
PF3D7_1131600	4.707716	4.764201	4.931699	4.73181	4.71526	4.747799
PF3D7_1131700	6.206432	6.771018	7.167319	7.738383	8.355583	8.965663
PF3D7_1131800	7.076664	6.83342	6.799951	6.940722	7.473061	6.706834
PF3D7_1131900	5.689673	6.036616	5.921787	5.787883	6.283664	5.975972
PF3D7_1132000	5.705097	5.355202	5.310242	6.121171	5.747775	5.217112
PF3D7_1132100	5.31145	5.44763	5.812055	5.889598	5.758102	5.507583
PF3D7_1132200	8.934782	8.58094	8.621654	8.548055	8.758425	8.308252
