ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53
PF3D7_1111300	-0.0485	-0.0154	0.1234	0.1908	0.2716	0.3535	0.4107	0.4143	0.5631	0.693	0.7593	0.7116	0.855	0.847	0.8575	0.798	1.0683	0.9463	0.7675	0.5928	0.4747	0.1561	-0.0139	-0.0622	-0.1118	-0.1608	-0.1749	-0.147	-0.1349	-0.1013	-0.0941	-0.1748	-0.2412	-0.2546	-0.3027	-0.3071	-0.2533	-0.3041	-0.2971	-0.309	-0.2594	-0.2019	-0.0672	-0.0578	0.0129	0.0782	0.0483	0.0256	0.0828	0.1378	0.388	0.7533	1.3178
PF3D7_1111400	0.3276	0.317	0.3379	0.3527	0.3965	0.3911	0.3939	0.4008	0.3676	0.3765	0.4523	0.4795	0.5116	0.5143	0.5496	0.5063	0.385	0.2799	0.2692	0.2075	0.1767	0.2279	0.3179	0.2065	0.1423	0.0701	0.0241	-0.0388	0.0073	0.0314	0.0277	-0.0043	-0.0582	-0.0799	-0.1126	-0.1481	-0.1549	-0.1446	-0.1213	-0.112	-0.0328	-0.0193	-0.0114	-0.0458	-0.0713	-0.1166	-0.1571	-0.2242	-0.0981	-0.0657	0.1734	0.4997	0.8744
PF3D7_1111600	0.0463	-0.0163	-0.0634	-0.071	-0.0763	-0.1193	-0.1078	-0.1394	-0.1945	-0.2107	-0.2506	-0.2734	-0.255	-0.2832	-0.2847	-0.2008	-0.2117	-0.118	-0.0154	0.0255	3e-04	0.0535	0.0629	0.0108	0.0241	0.0326	0.0489	-0.0186	0.0437	0.0272	0.0407	0.0018	-0.0077	-0.072	-0.0663	-0.0348	-0.0475	-0.0193	-0.0082	-0.2689	-0.2336	-0.2163	-0.2397	-0.2104	0.0696	-0.0144	0.0013	0.0233	-0.0341	-0.061	-0.0595	-0.101	-0.0895
PF3D7_1111700	-0.1435	-0.0481	0.0105	0.0603	0.1534	0.1822	0.2077	0.2191	0.2174	0.1747	0.2145	0.2276	0.247	0.3441	0.3837	0.364	0.3465	0.3543	0.2503	0.1834	0.1291	0.1249	0.1369	0.1077	0.0784	0.0638	0.0321	-0.0176	0.0245	0.0431	0.0857	0.0627	0.0457	0.0341	0.0234	0.0126	0.0332	0.0325	-0.0216	-0.1431	-0.2137	-0.3133	-0.3893	-0.3675	-0.3099	-0.3076	-0.2961	-0.2605	-0.2306	-0.1794	-0.0742	0.077	0.2027
PF3D7_1111800	0.0268	0.0233	0.0307	0.0187	-0.0238	-0.0558	-0.0598	-0.1561	-0.166	-0.178	-0.2136	-0.2272	-0.2053	-0.2561	-0.2802	-0.2313	-0.2368	-0.2093	-0.1591	-0.1246	-0.1383	-0.1037	-0.1102	-0.1251	-0.0908	-0.0469	-0.0228	0.0231	0.0854	0.1074	0.1114	0.0785	0.0711	0.0343	0.0332	0.0411	0.0814	0.0947	0.1562	0.187	0.1661	0.1566	0.156	0.1253	0.097	0.0944	0.1018	0.0929	0.0344	0.0297	0.0203	0.0011	0.0618
PF3D7_1111900	0.0238	-0.0791	-0.1674	-0.2349	-0.3163	-0.3649	-0.4178	-0.4589	-0.4849	-0.4447	-0.4625	-0.4422	-0.3772	-0.3721	-0.2938	-0.2096	-0.1691	-0.1194	-0.0383	-0.0239	-0.0132	-0.0121	0.1246	0.1254	0.131	0.149	0.1939	0.1461	0.2258	0.2676	0.3148	0.3619	0.3003	0.234	0.1985	0.1891	0.1298	0.1689	0.1869	0.1675	0.2024	0.2085	0.194	0.1802	0.2497	0.175	0.2093	0.1998	0.2026	0.1541	0.1154	0.0151	-0.1176
PF3D7_1112100	0.2664	0.164	0.0912	0.075	0.054	0.0713	0.0483	-0.0078	-0.1142	-0.273	-0.4061	-0.4951	-0.5768	-0.6306	-0.6192	-0.5391	-0.4802	-0.3956	-0.3418	-0.3801	-0.3888	-0.3872	-0.4274	-0.3846	-0.2878	-0.2888	-0.1525	-0.0465	0.0075	0.0329	0.1201	0.045	0.0574	0.0793	0.1141	0.1504	0.2089	0.1811	0.2478	0.32	0.3856	0.4612	0.5861	0.6701	0.735	0.7585	0.8404	0.9127	0.8473	0.6486	0.4027	-0.0058	-0.5031
PF3D7_1112200	0.1402	0.0289	-0.0236	-0.0786	-0.1016	-0.096	-0.0936	-0.1196	-0.1261	-0.101	-0.1362	-0.1237	-0.0982	-0.0453	-0.0153	0.0153	0.022	0.0283	0.0021	-0.0176	-0.0223	-0.0216	0.0184	0.0234	0.0521	0.0817	0.1083	0.1253	0.1471	0.1247	0.1213	0.1163	0.0741	0.068	0.0585	0.0654	0.0538	0.0805	0.2054	0.2609	0.2639	0.2549	0.2391	0.0951	0.0582	0.0533	0.0756	0.0879	0.0912	0.047	0.0499	0.0037	0.0058
PF3D7_1112400	-0.0948	-0.1483	-0.21	-0.2387	-0.2134	-0.2225	-0.205	-0.2315	-0.2376	-0.2504	-0.3075	-0.3369	-0.2922	-0.2072	-0.1388	-0.0928	0.0052	0.0483	0.0081	-0.0484	-0.013	-0.0329	0.0561	0.0791	0.0863	0.1381	0.1717	0.1714	0.1882	0.2286	0.2084	0.1621	0.0792	0.0574	0.0109	-6e-04	0.0295	0.0377	0.052	0.074	0.0583	0.0065	-0.0464	-0.1326	-0.1849	-0.2447	-0.2925	-0.336	-0.4359	-0.4371	-0.4169	-0.3657	-0.1532
PF3D7_1112500	-0.6025	-0.3455	-0.2092	-0.0184	0.0515	0.0024	0.0557	0.0587	-0.0298	-0.008	0.0494	0.0768	0.1162	0.1786	0.2287	0.2687	0.253	0.2168	0.1901	0.1461	0.1125	0.093	0.2262	0.1754	0.1787	0.1305	0.1195	-0.0087	0.0239	0.0019	0	-0.025	-0.0937	-0.1382	-0.2035	-0.2532	-0.3284	-0.3242	-0.4122	-0.4304	-0.422	-0.4522	-0.5251	-0.5183	-0.5771	-0.6071	-0.5955	-0.6278	-0.5567	-0.3825	-0.2592	-0.016	0.2125
PF3D7_1112600	-0.0491	-0.0623	-0.0715	-0.0974	-0.1054	-0.097	-0.112	-0.1329	-0.0722	-0.0383	-0.1472	-0.2331	-0.1305	-0.2479	-0.3304	-0.3213	-0.2601	-0.3862	-0.3586	-0.349	-0.2481	-0.1886	-0.0574	-0.0229	0.0895	0.0999	0.0523	-0.0216	0.0452	0.031	0.0545	0.1578	0.1935	0.1682	0.1845	0.2221	0.2159	0.202	0.163	0.0245	-0.1065	-0.1871	-0.1492	-0.0739	0.0622	0.094	0.113	0.123	0.0325	0.0094	0.0296	0.0027	0.0228
PF3D7_1112700	-0.1567	-0.1178	-0.1283	-0.1154	-0.1187	-0.0725	-0.0412	-0.0038	0.0185	0.051	0.0443	0.0602	0.0532	0.0965	0.1578	0.123	0.1059	0.1129	0.0757	-0.0142	-0.0426	-0.0364	0.0243	0.0618	0.0998	0.1604	0.1759	0.1616	0.1176	0.101	0.0661	0.0554	0.0204	0.0168	0.0196	0.0242	-5e-04	0.0091	0.0013	-0.0235	-0.053	-0.082	-0.1234	-0.1247	-0.1041	-0.0683	-0.0415	-0.0204	-0.0577	0.0216	0.0195	0.061	0.1567
PF3D7_1112800	-0.0987	-0.0198	0.0142	0.0304	0.0341	0.0074	0.021	-0.0096	-0.0099	0.0099	0.0016	0.0045	0.0439	0.1322	0.1545	0.2236	0.1729	0.1415	0.071	0.0374	0.0589	0.1307	0.1511	0.1229	0.1203	0.0392	0.0245	0.0176	0.0469	0.0338	0.0389	0.0432	0.0528	0.0576	0.0808	0.1363	0.1307	0.1287	0.1136	0.0986	0.0319	0.0656	0.0691	0.0899	0.1167	0.1642	0.1568	0.161	0.1236	0.0979	0.0773	0.0463	0.0945
PF3D7_1112900	0.3689	0.2292	0.177	0.1037	0.1328	0.1414	0.1276	0.1277	0.1412	0.1088	0.078	0.0529	0.0458	-0.0334	-0.0913	-0.1176	-0.146	-0.1859	-0.1311	-0.0553	-0.0625	-0.0459	-0.0246	-0.0673	-0.1132	-0.1071	-0.1166	-0.1217	-0.0956	-0.0942	-0.0939	-0.0745	-0.0718	-0.0714	-0.0422	-0.0085	0.0083	-0.0135	0.0235	0.0559	0.083	0.1391	0.2107	0.2331	0.2504	0.2917	0.2901	0.3002	0.3028	0.2532	0.2174	0.1784	0.1441
PF3D7_1113000	-6e-04	0.0863	0.1579	0.2104	0.2469	0.2625	0.203	0.1196	0.0405	-0.1	-0.2814	-0.4137	-0.4919	-0.6933	-0.7745	-0.8102	-0.8605	-0.8542	-0.7541	-0.6806	-0.6891	-0.645	-0.6582	-0.6278	-0.639	-0.5454	-0.4622	-0.3715	-0.2742	-0.1997	-0.076	0.0093	0.0573	0.0771	0.079	0.0494	0.0503	0.0302	0.1039	0.2215	0.3204	0.4623	0.6696	0.774	0.8349	0.8693	0.9087	0.8991	0.7648	0.6139	0.4345	0.0953	-0.1947
PF3D7_1113100	0.8139	0.5361	0.3959	0.2548	0.2254	0.3217	0.3154	0.3492	0.3514	0.3507	0.2472	0.1748	0.0234	-0.029	-0.0968	-0.1655	-0.1746	-0.1452	-0.2774	-0.4084	-0.5454	-0.7358	-0.7729	-0.732	-0.6443	-0.5952	-0.4805	-0.4502	-0.4741	-0.5426	-0.5384	-0.5245	-0.5406	-0.4566	-0.3624	-0.2997	-0.2718	-0.1814	-0.1707	-0.1013	-0.0094	0.0655	0.0768	0.0849	0.1109	0.2196	0.2436	0.2341	0.4285	0.508	0.3806	0.3866	0.1288
PF3D7_1113200	0.6805	0.4562	0.3699	0.2135	0.1539	0.2137	0.1786	0.1215	0.1557	0.1876	0.1786	0.1982	0.2322	0.2644	0.3	0.1726	0.1475	0.0905	0.0693	0.0095	0.0041	-0.0553	-0.0608	-0.0976	-0.1241	-0.0719	-0.0926	-0.0505	-0.0654	-0.0637	-0.1017	-0.002	-0.0258	-0.0166	-0.0481	-0.0732	-0.1694	-0.1537	-0.1397	-0.1583	-0.041	0.0236	0.035	0.0023	0.0968	0.0497	0.0549	0.0363	0.2289	0.1806	0.3983	0.5906	0.7832
PF3D7_1113300	0.6537	0.3002	-0.0242	-0.3181	-0.581	-0.758	-0.8724	-1.0313	-1.0844	-1.1182	-1.3233	-1.4656	-1.4676	-1.6573	-1.5435	-1.4409	-1.3763	-1.2622	-1.0231	-0.9876	-0.882	-0.7705	-0.6825	-0.5939	-0.4363	-0.2877	-0.1215	0.1055	0.2713	0.3648	0.4309	0.5562	0.4444	0.391	0.326	0.3395	0.2424	0.3656	0.4038	0.5394	0.5666	0.6701	0.5934	0.4601	0.2734	0.1826	0.034	0.0088	0.0368	-0.0071	-0.0162	-0.077	-0.1127
PF3D7_1113400	0.3323	0.2268	0.1997	0.1474	0.1589	0.1646	0.1599	0.102	0.0688	-0.0028	-0.0462	-0.1418	-0.1024	-0.0888	-0.0715	-0.1215	-0.1071	-0.2001	-0.2067	-0.2364	-0.2027	-0.1618	-0.0962	-0.1251	-0.1346	-0.1751	-0.2607	-0.3326	-0.3503	-0.3282	-0.2918	-0.2747	-0.2365	-0.1906	-0.209	-0.1528	-0.0526	-0.0548	-0.0742	-0.1226	-0.1758	-0.1907	-0.1811	-0.1059	0.0239	0.0628	0.082	0.117	0.1647	0.1688	0.2423	0.3257	0.3268
PF3D7_1113500	0.1025	0.0492	4e-04	-0.0467	-0.1092	-0.0373	-0.0374	0.0011	0.0479	0.1563	0.2017	0.2754	0.3434	0.3883	0.3918	0.2327	0.145	0.0421	-0.07	-0.1851	-0.1669	-0.2313	-0.146	-0.0752	-0.0296	0.0271	0.0713	-0.0345	-0.0364	-0.0209	-0.0366	0.0124	0.0542	0.0227	-0.0248	-0.0667	-0.1189	-0.1051	-0.1069	-0.118	-0.1434	-0.134	-0.1472	-0.1538	-0.1113	-0.1016	-0.0663	-0.0792	-0.0439	-0.0405	0.0159	0.0083	0.0033
PF3D7_1113600	0.0864	0.1153	0.1599	0.188	0.2212	0.2262	0.2653	0.2852	0.3081	0.3723	0.4349	0.5121	0.5072	0.5542	0.5205	0.4508	0.3328	0.2584	0.1717	0.1082	0.0844	0.0815	0.0539	0.0078	-0.0336	-0.08	-0.1105	-0.0853	-0.0866	-0.0823	-0.0646	-0.141	-0.1602	-0.1584	-0.1395	-0.1215	-0.0367	-0.0158	-0.0332	-0.032	-0.0427	-0.036	-0.0655	-0.052	-0.0241	0.0088	0.0051	0.0196	0.0927	0.0766	0.1101	0.1815	0.2078
PF3D7_1113700	0.3611	0.183	0.0858	-0.0724	-0.1415	-0.2028	-0.2767	-0.4381	-0.5917	-0.8145	-1.0832	-1.38	-1.4698	-1.5834	-1.4889	-1.4517	-1.2711	-1.1504	-0.8711	-0.7399	-0.554	-0.4331	-0.3461	-0.3163	-0.2952	-0.2423	-0.2132	-0.0662	-0.0204	0.0835	0.1572	0.235	0.1814	0.2225	0.2319	0.2662	0.2984	0.3085	0.451	0.5643	0.6616	0.8173	0.9187	0.7696	0.6867	0.7004	0.6186	0.5541	0.674	0.6705	0.6683	0.7103	0.7393
PF3D7_1113800	0.1518	0.0907	0.034	-0.0235	-0.0761	-0.1156	-0.1736	-0.2151	-0.2417	-0.2092	-0.2126	-0.2777	-0.2452	-0.29	-0.3774	-0.4383	-0.414	-0.4778	-0.4515	-0.4369	-0.3994	-0.3634	-0.3076	-0.2106	-0.1323	-0.0584	-0.0075	0.0456	0.0326	0.0519	0.0544	0.0589	0.055	0.0559	0.0118	0.0323	0.0659	0.0869	0.1234	0.1989	0.2139	0.2281	0.252	0.2319	0.2359	0.2124	0.227	0.202	0.1762	0.103	0.0742	-0.016	-0.0502
PF3D7_1113900	-0.1078	-0.0857	-0.0458	-0.0095	0.0892	0.0903	0.0952	0.1242	0.1167	0.0474	0.161	0.2366	0.2603	0.3556	0.3857	0.3613	0.3232	0.2219	0.1455	0.1645	0.1576	0.1912	0.2243	0.1939	0.1174	1e-04	-0.1097	-0.145	-0.1589	-0.1488	-0.1401	-0.1191	-0.0987	-0.0994	-0.1045	-0.0914	-0.0996	-0.1161	-0.1146	-0.0717	-0.0268	-0.0434	-0.016	0.0282	0.0374	0.0723	0.1176	0.1608	0.1664	0.1289	0.1255	0.1657	0.2009
PF3D7_1114000	-0.0164	0.0489	0.1105	0.1408	0.1417	0.1489	0.1864	0.1908	0.1951	0.2017	0.1889	0.1545	0.2082	0.2055	0.2591	0.2895	0.303	0.1999	0.1752	0.0677	0.0447	0.0356	0.0393	0.0646	0.1093	0.0856	0.0589	0.0754	0.0713	0.034	0.006	0.0018	-0.0329	-0.0456	-0.0195	-0.0221	-0.018	-0.0165	-0.0087	-0.0295	-0.0093	-0.0158	0.0218	0.05	0.1105	0.157	0.184	0.1705	0.1978	0.1878	0.2583	0.3518	0.4503
PF3D7_1114100.1	0.8153	0.5347	0.3703	0.1829	0.0238	0.0798	0.0421	0.0042	0.0154	0.0495	-0.1024	-0.1678	-0.2425	-0.3981	-0.4854	-0.5447	-0.6317	-0.6512	-0.5411	-0.5432	-0.5667	-0.5846	-0.5765	-0.615	-0.5561	-0.4782	-0.4391	-0.4309	-0.407	-0.428	-0.4761	-0.3971	-0.3592	-0.3558	-0.3261	-0.2624	-0.2674	-0.1741	-0.0891	-0.0944	-0.0439	-0.021	-0.056	-0.0985	-0.0073	0.1251	0.1978	0.2231	0.5619	0.6478	0.6864	0.8363	0.637
PF3D7_1114100.2	0.8153	0.5347	0.3703	0.1829	0.0238	0.0798	0.0421	0.0042	0.0154	0.0495	-0.1024	-0.1678	-0.2425	-0.3981	-0.4854	-0.5447	-0.6317	-0.6512	-0.5411	-0.5432	-0.5667	-0.5846	-0.5765	-0.615	-0.5561	-0.4782	-0.4391	-0.4309	-0.407	-0.428	-0.4761	-0.3971	-0.3592	-0.3558	-0.3261	-0.2624	-0.2674	-0.1741	-0.0891	-0.0944	-0.0439	-0.021	-0.056	-0.0985	-0.0073	0.1251	0.1978	0.2231	0.5619	0.6478	0.6864	0.8363	0.637
PF3D7_1114200	0.7075	0.6536	0.6505	0.6037	0.6409	0.7025	0.7495	0.7677	0.7635	0.709	0.6031	0.4494	0.3913	0.3122	0.2242	0.1303	0.0724	-0.0307	-0.0359	-0.1237	-0.2122	-0.3046	-0.4697	-0.5863	-0.7039	-0.7951	-0.925	-0.9468	-1.0461	-1.0342	-1.0209	-0.983	-0.9577	-0.8905	-0.8626	-0.8486	-0.7568	-0.7193	-0.7392	-0.7201	-0.6563	-0.6449	-0.5869	-0.4803	-0.405	-0.3384	-0.2932	-0.319	0.0595	0.2994	0.6477	1.157	1.2976
PF3D7_1114400	-0.3062	-0.2458	-0.2415	-0.2384	-0.2658	-0.3306	-0.3611	-0.3776	-0.3945	-0.3582	-0.3387	-0.3224	-0.2971	-0.2029	-0.1751	-0.0807	-0.0105	0.0167	0.0401	0.1083	0.1413	0.2052	0.2713	0.2584	0.2519	0.2357	0.2008	0.2055	0.2363	0.2286	0.2194	0.2298	0.2117	0.1694	0.1533	0.1446	0.1235	0.1031	0.1022	0.0919	0.0415	0.006	-0.0265	-0.0906	-0.123	-0.1228	-0.1546	-0.1661	-0.2064	-0.1998	-0.2023	-0.1824	-0.0841
PF3D7_1114500	0.0758	0.019	-0.0215	-0.0431	-0.1266	-0.1318	-0.1444	-0.2098	-0.2074	-0.1408	-0.1974	-0.157	-0.0878	-0.0701	-0.0495	0.0304	0.0186	0.0275	0.0121	0.0016	0.0068	0.0244	0.0032	-0.0046	0.0108	-0.0214	0.0285	0.0657	0.1463	0.1561	0.2155	0.209	0.2057	0.1521	0.154	0.1405	0.099	0.0888	0.1093	0.1124	0.1153	0.1049	0.1187	0.0982	0.0921	0.0695	0.0964	0.1058	0.1105	0.0928	0.0647	0.0077	-0.0827
PF3D7_1114600	0.0871	0.0241	-6e-04	-0.0043	-0.0045	0.0159	0.0909	0.118	0.1135	0.0983	0.0667	0.0169	-0.0195	-0.0407	-0.0462	-0.0238	-0.0014	2e-04	0.0092	-0.0094	-0.0117	-0.0277	-0.0744	-0.0826	-0.0511	-0.0395	-0.0311	0.0469	0.0707	0.0778	0.0602	0.0387	-0.0028	-0.0062	0.0154	0.0361	0.067	0.0567	0.0732	0.0601	0.0526	0.0411	0.0975	0.0872	0.1069	0.102	0.1038	0.113	0.1479	0.1131	0.0984	0.0503	-0.0861
PF3D7_1114700	0.0888	0.1317	0.1437	0.1213	0.0738	0.0633	0.0135	-0.0155	-0.0018	-0.0304	-0.0264	-0.0628	-0.0628	-0.0644	-0.032	-0.0861	-0.0352	-0.0307	-0.0303	-0.0826	-0.0929	-0.1624	-0.145	-0.1674	-0.1222	-0.0933	-0.0484	-0.0655	-0.0271	-0.004	0.0298	0.0668	0.0881	0.0677	0.0363	0.0173	-0.0073	-0.0214	-0.0187	-0.0626	-0.0417	-0.0203	0.0286	0.0707	0.1673	0.1775	0.2001	0.1768	0.1534	0.0939	0.0352	-0.0631	-0.1743
PF3D7_1114800	0.0706	0.1056	0.1566	0.1852	0.2069	0.2469	0.2357	0.2379	0.2128	0.1774	0.1466	0.121	0.0893	0.0621	0.0532	0.0338	0.0244	0.0425	0.0632	0.0444	0.0283	0.0183	-0.0397	-0.0837	-0.1053	-0.1301	-0.1556	-0.1487	-0.1048	-0.0518	-0.0174	0.0187	0.0375	0.0236	0.0139	0.0223	0.0166	0.0283	0.0805	0.0872	0.108	0.1468	0.2113	0.2099	0.2478	0.2366	0.2907	0.2435	0.237	0.21	0.2273	0.1746	0.1778
PF3D7_1114900	0.1251	0.1216	0.1477	0.166	0.1511	0.1173	0.0348	-0.0803	-0.185	-0.3099	-0.4506	-0.5922	-0.6542	-0.875	-0.9495	-0.8656	-0.905	-0.8796	-0.6871	-0.6391	-0.7468	-0.6532	-0.6681	-0.6918	-0.6336	-0.5105	-0.4496	-0.3054	-0.1465	-0.044	0.1146	0.2276	0.2235	0.1857	0.1784	0.0988	0.0536	0.1274	0.2211	0.3027	0.441	0.5859	0.659	0.7512	0.7897	0.7863	0.8182	0.8466	0.7643	0.635	0.4714	0.184	-0.132
PF3D7_1115100	-0.106	-0.0651	-0.0949	-0.0857	-0.1047	-0.1841	-0.159	-0.1476	-0.2005	-0.1738	-0.2061	-0.1927	-0.2479	-0.2107	-0.2825	-0.2288	-0.2422	-0.2044	-0.2113	-0.1038	-0.0324	0.0189	0.0522	0.1235	0.1397	0.1355	0.1747	0.1931	0.1821	0.1721	0.0991	0.0681	0.0847	0.0647	0.0646	0.1118	0.1191	0.1103	0.1061	0.1106	0.1122	0.0992	0.0935	0.0688	0.0307	0.0082	-0.0156	-0.0356	-0.0677	-0.0464	-0.0593	-0.0789	-0.0557
PF3D7_1115200	0.1449	0.1045	0.1063	0.0682	0.1386	0.118	0.0398	-0.068	-0.1211	-0.2377	-0.3016	-0.2969	-0.2515	-0.2559	-0.2953	-0.2759	-0.3182	-0.336	-0.2856	-0.2211	-0.2342	-0.1985	-0.1609	-0.2534	-0.2521	-0.2292	-0.2389	-0.2552	-0.1737	-0.1506	-0.13	-0.054	-0.0014	0.0427	0.044	0.1104	0.1228	0.1346	0.0817	0.0813	0.0923	0.149	0.2307	0.395	0.5302	0.5286	0.5447	0.5675	0.4378	0.2865	0.1977	-0.0122	-0.1682
PF3D7_1115300	-0.574	-0.3798	-0.2299	-0.1412	-0.0626	0.0422	0.1207	0.1958	0.3929	0.5999	0.6945	0.849	0.8929	0.9249	1.009	0.9118	0.7714	0.6693	0.5236	0.3032	0.2385	0.1757	0.1997	0.1189	0.05	-0.0105	-0.1624	-0.2842	-0.3299	-0.4115	-0.4758	-0.3944	-0.4614	-0.5059	-0.561	-0.6692	-0.8129	-0.823	-0.9876	-1.0001	-1.0019	-0.9774	-1.0468	-0.9868	-1.0475	-1.0351	-1.0756	-1.1334	-0.9615	-0.8117	-0.5868	-0.2418	-0.0061
PF3D7_1115400	0.4016	0.3344	0.2711	0.2416	0.0945	0.1162	0.048	0.0414	0.2312	0.3534	0.3128	0.2932	0.3566	0.0814	0.0805	0.044	0.1226	0.042	0.0231	-0.1589	-0.2082	-0.3697	-0.3582	-0.2589	-0.1007	0.0026	0.182	0.2724	0.285	0.2893	0.2569	0.2088	0.1118	0.0506	0.0235	4e-04	-0.0394	0.013	0.1593	0.2215	0.2771	0.3682	0.3689	0.2215	0.1328	0.1558	0.0989	0.0831	0.2259	0.2899	0.2983	0.3392	0.2337
PF3D7_1115500	0.4645	0.2686	0.211	0.1141	0.0932	0.2602	0.2797	0.2652	0.3203	0.3753	0.255	0.2477	0.2545	0.2145	0.2136	0.1107	0.0354	-0.0134	-0.0234	-0.0815	-0.0991	-0.0764	-0.0819	-0.1568	-0.1906	-0.1911	-0.2249	-0.2358	-0.2068	-0.1859	-0.1476	-0.093	-0.0764	-0.0213	6e-04	0.0294	0.0327	0.0581	0.0641	0.103	0.1167	0.1257	0.1418	0.1534	0.1963	0.2867	0.356	0.379	0.486	0.4058	0.3795	0.3516	0.2363
PF3D7_1115600	0.5633	0.3842	0.2336	0.0451	-0.2024	-0.3285	-0.5537	-0.8371	-1.0023	-1.0621	-1.2839	-1.3619	-1.3017	-1.3805	-1.2442	-1.2091	-1.2223	-1.1723	-0.9991	-1.0559	-0.9958	-0.899	-0.822	-0.8566	-0.7223	-0.5889	-0.532	-0.2817	-0.0234	0.1349	0.3002	0.5468	0.4705	0.4611	0.4612	0.4844	0.4009	0.5539	0.6303	0.6498	0.7849	0.9724	0.8737	0.7714	0.7268	0.5509	0.3464	0.3238	0.3063	0.222	0.1795	0.1255	0.0726
PF3D7_1115700	-0.8994	-1.0081	-1.041	-1.1044	-1.132	-1.0685	-0.9615	-0.9109	-0.7147	-0.4336	-0.2562	-0.0388	0.2386	0.3912	0.6481	0.6921	0.7262	0.7179	0.7244	0.569	0.5247	0.4146	0.3586	0.304	0.3369	0.3783	0.3545	0.3475	0.31	0.1917	0.037	0.0291	-0.1379	-0.3146	-0.4743	-0.6529	-0.8806	-0.9392	-1.0605	-1.1559	-1.2188	-1.2975	-1.402	-1.4567	-1.5518	-1.5184	-1.5046	-1.6072	-1.3723	-1.1528	-0.9529	-0.6078	-0.4893
PF3D7_1115800	1.1908	1.0973	0.9887	0.9516	0.8699	0.8689	0.8757	0.8804	0.8013	0.6934	0.5454	0.3261	0.1268	-0.0218	-0.1507	-0.2762	-0.3151	-0.4006	-0.5071	-0.6919	-0.8985	-1.1595	-1.3329	-1.5532	-1.6752	-1.7554	-1.7793	-1.7902	-1.8611	-1.8587	-1.8365	-1.8619	-1.901	-1.7322	-1.6492	-1.57	-1.3473	-1.0962	-0.9367	-0.7501	-0.527	-0.3698	-0.2431	-0.1205	0.0435	0.2534	0.301	0.2889	0.7245	1.0801	1.2761	1.7998	1.8179
PF3D7_1115900	0.4137	0.3532	0.3469	0.2949	0.2622	0.3139	0.3032	0.282	0.3002	0.2942	0.2331	0.1986	0.1734	0.1118	0.0969	0.0273	-0.0176	-0.0499	-0.0789	-0.1463	-0.1965	-0.2443	-0.3007	-0.3083	-0.2857	-0.2621	-0.2416	-0.1972	-0.1408	-0.1084	-0.0608	0.0344	0.0467	0.0229	-0.0105	-0.0149	-0.0737	-0.0549	-0.0219	0.0299	0.0566	0.1028	0.1414	0.1797	0.2519	0.3158	0.3766	0.3919	0.4899	0.4685	0.5354	0.5824	0.5959
PF3D7_1116000	0.0818	0.0043	-0.0324	-0.0565	-0.0466	-0.0184	-0.0968	-0.2476	-0.4442	-0.7851	-1.1888	-1.6131	-1.8612	-2.3424	-2.6368	-2.9117	-3.0325	-3.1313	-2.9757	-2.8243	-2.7742	-2.6842	-2.4913	-2.3545	-2.2607	-2.0019	-1.7412	-1.7323	-1.4791	-1.2172	-0.8066	-0.4933	-0.1217	0.0591	0.1441	0.1346	0.1218	0.0339	0.0148	-0.0082	0.0546	0.2077	0.4792	0.771	1.0608	1.1609	1.2765	1.2818	1.0789	0.8853	0.568	0.0683	-0.4998
PF3D7_1116100	0.2669	0.215	0.135	0.0479	-0.004	-0.0687	-0.083	-0.2743	-0.4358	-0.6189	-0.9409	-1.2217	-1.3569	-1.6417	-1.8835	-1.8877	-1.9781	-1.9811	-1.7307	-1.5496	-1.4423	-1.25	-1.1946	-1.157	-1.0749	-0.9413	-0.827	-0.6173	-0.4232	-0.3268	-0.1895	-0.0971	-0.0209	0.0153	0.1512	0.2784	0.416	0.5046	0.6448	0.7664	0.8018	0.8478	0.934	0.9367	0.9312	1.0425	1.1012	1.1089	1.1439	1.0327	0.71	0.3968	-0.1236
PF3D7_1116200.1	0	0.0408	0.2066	0.251	0.3762	0.4965	0.5082	0.5503	0.6177	0.6784	0.7581	0.8074	0.8065	0.8427	0.8328	0.7106	0.6505	0.5365	0.4419	0.3119	0.2554	0.1774	0.122	0.0068	-0.0782	-0.1504	-0.2883	-0.3316	-0.3478	-0.3514	-0.3602	-0.3178	-0.3291	-0.2941	-0.3263	-0.3635	-0.3647	-0.376	-0.4674	-0.4307	-0.4259	-0.3554	-0.3751	-0.3302	-0.3587	-0.3451	-0.4867	-0.5215	-0.4768	-0.4009	-0.3203	-0.0981	0.0492
