ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53
PF3D7_1116200.2	0	0.0408	0.2066	0.251	0.3762	0.4965	0.5082	0.5503	0.6177	0.6784	0.7581	0.8074	0.8065	0.8427	0.8328	0.7106	0.6505	0.5365	0.4419	0.3119	0.2554	0.1774	0.122	0.0068	-0.0782	-0.1504	-0.2883	-0.3316	-0.3478	-0.3514	-0.3602	-0.3178	-0.3291	-0.2941	-0.3263	-0.3635	-0.3647	-0.376	-0.4674	-0.4307	-0.4259	-0.3554	-0.3751	-0.3302	-0.3587	-0.3451	-0.4867	-0.5215	-0.4768	-0.4009	-0.3203	-0.0981	0.0492
PF3D7_1116300	0.1314	0.1062	0.1162	0.0927	0.1474	0.2089	0.2327	0.2658	0.3205	0.3275	0.3609	0.3477	0.3503	0.3545	0.395	0.3363	0.3542	0.3857	0.3556	0.2908	0.2672	0.2097	0.1236	0.0953	0.0493	0.0355	-0.0035	0.0283	-0.0099	-0.0203	-0.0577	-0.0638	-0.1135	-0.0869	-0.1062	-0.1271	-0.1132	-0.1227	-0.1402	-0.0996	-0.0888	-0.071	-0.0752	-0.105	-0.1186	-0.082	-0.1003	-0.1011	-0.007	0.0095	0.0663	0.1581	0.217
PF3D7_1116400	0.1058	-0.001	-0.0152	-0.0839	-0.1215	-0.0771	-0.0839	-0.1339	-0.0557	0.0262	-0.0281	-0.0351	-0.0191	-0.1244	-0.141	-0.1541	-0.1409	-0.1548	-0.0914	-0.1022	-0.1116	-0.154	-0.149	-0.2197	-0.2238	-0.2042	-0.2054	-0.2075	-0.1316	-0.0775	-0.0372	0.0441	0.0968	0.089	0.0871	0.0635	-0.002	-0.0028	0.0141	-0.0319	1e-04	0.0691	0.103	0.1012	0.1786	0.1801	0.1797	0.1728	0.1789	0.1594	0.0755	-0.034	-0.2311
PF3D7_1116500	0.137	-0.0342	-0.1461	-0.2838	-0.3509	-0.3042	-0.3227	-0.4313	-0.4408	-0.4685	-0.6484	-0.6838	-0.6571	-0.7035	-0.688	-0.6834	-0.7437	-0.6932	-0.6119	-0.5869	-0.5431	-0.4989	-0.465	-0.4167	-0.3599	-0.2644	-0.1953	-0.14	-0.1111	-0.0584	-0.0358	0.1037	0.1392	0.1721	0.1922	0.2251	0.1581	0.2046	0.2497	0.273	0.309	0.3853	0.4288	0.42	0.4884	0.5004	0.5197	0.5069	0.4711	0.3212	0.1987	-0.0325	-0.2569
PF3D7_1116600	0.1979	0.0979	0.0404	-0.0671	-0.132	-0.158	-0.2264	-0.3064	-0.273	-0.2805	-0.4042	-0.4404	-0.4564	-0.6322	-0.6971	-0.6699	-0.6566	-0.6087	-0.4822	-0.3923	-0.3517	-0.3262	-0.3051	-0.2456	-0.212	-0.1558	-0.1124	-0.0637	-0.0164	0.0081	0.055	0.1184	0.1215	0.1051	0.1238	0.1106	0.0786	0.0964	0.1835	0.2669	0.3482	0.4099	0.4764	0.4254	0.3683	0.3365	0.3459	0.3262	0.3396	0.2982	0.2479	0.1352	-0.0028
PF3D7_1116700	0.0451	-0.0329	-0.0231	-0.0823	-0.1237	-0.0503	-7e-04	0.0167	0.1329	0.294	0.3321	0.3291	0.3652	0.3814	0.4245	0.3622	0.4081	0.441	0.4036	0.3584	0.3161	0.1841	0.2452	0.2826	0.2774	0.3356	0.2917	0.1232	-0.02	-0.1311	-0.2766	-0.255	-0.3117	-0.3602	-0.4022	-0.46	-0.5865	-0.619	-0.6967	-0.7833	-0.7625	-0.6942	-0.6982	-0.7624	-0.7174	-0.6327	-0.6882	-0.7252	-0.4749	-0.3381	-0.3298	-0.1508	-0.2062
PF3D7_1116800	0.5218	0.5245	0.5461	0.5357	0.5683	0.6194	0.6282	0.6458	0.6187	0.5936	0.6091	0.4764	0.4428	0.2975	0.1077	-0.0512	-0.0762	-0.1334	8e-04	0.1066	0.0313	-0.0473	-0.1476	-0.3144	-0.4625	-0.5104	-0.6853	-0.7892	-0.888	-0.9263	-1.0222	-0.9913	-0.9982	-0.9287	-0.9523	-0.9541	-0.9071	-0.8638	-0.8845	-0.8374	-0.7688	-0.7215	-0.6671	-0.6395	-0.6158	-0.4608	-0.41	-0.454	-0.0646	0.1928	0.3458	0.7126	0.6696
PF3D7_1117000	-0.0769	0.0164	0.0238	0.0289	-0.0294	-0.0606	-0.0815	-0.1049	-0.0539	0.2821	0.3268	0.5927	0.645	0.6658	0.449	0.4218	0.2417	0.2342	0.1942	0.2497	0.2218	0.2829	0.3482	0.8193	0.8252	0.9169	0.8796	0.924	0.4932	0.497	0.4309	0.4465	0.4305	0.4179	0.4431	0.4502	0.3836	0.2889	0.2494	0.1367	0.1314	0.1908	0.1954	0.2078	0.1829	0.1515	0.1169	0.1487	0.1351	0.1755	0.2686	0.3031	0.4505
PF3D7_1117100	0.2978	0.1577	0.0206	-0.0913	-0.2555	-0.3332	-0.4308	-0.5459	-0.6105	-0.6766	-0.8934	-0.9974	-1.0556	-1.1708	-1.0934	-0.9967	-0.9019	-0.7789	-0.6683	-0.6343	-0.5161	-0.4646	-0.353	-0.2343	-0.1327	-0.058	0.0759	0.1292	0.2109	0.2447	0.2788	0.3228	0.2996	0.2483	0.2718	0.2616	0.1986	0.2566	0.2517	0.1393	0.1199	0.1294	0.1156	0.0979	0.2141	0.1503	0.1407	0.0998	0.0407	-0.0345	-0.0148	-0.1199	-0.1341
PF3D7_1117200	-0.0437	-0.0381	-0.0371	-0.0534	-0.0695	-0.0503	-0.1104	-0.1076	-0.0782	-0.062	-0.0793	-0.0276	0.1083	0.077	0.0849	0.1142	0.126	0.0189	0.1606	0.2366	0.1945	0.1979	0.191	0.056	-0.0266	0.0281	-0.0138	0.0725	0.0793	0.1024	0.0588	0.0507	-0.0406	-0.033	-0.0947	-0.0572	-0.0663	-0.0161	-0.0127	-0.0277	0.0705	0.0935	0.0229	0.0664	0.0748	0.0742	0.0499	0.066	2e-04	0.0749	0.1093	0.2957	0.6813
PF3D7_1117300	0.7327	0.5575	0.5117	0.4095	0.3814	0.4563	0.4403	0.3756	0.3547	0.3004	0.1749	0.0221	0.0199	-0.0999	-0.1632	-0.3404	-0.4384	-0.6058	-0.637	-0.7478	-0.7999	-0.8743	-0.9976	-1.0836	-1.0989	-1.0323	-1.0108	-0.8113	-0.697	-0.5856	-0.5295	-0.3733	-0.3874	-0.3345	-0.3344	-0.2921	-0.3015	-0.2208	-0.226	-0.3162	-0.2633	-0.1851	-0.1278	-0.1179	0.0816	0.0541	0.0508	0.0164	0.1956	0.2523	0.4857	0.6951	0.8757
PF3D7_1117400	0.3552	0.2531	0.2535	0.2095	0.1881	0.1969	0.1641	0.0425	-0.0119	-0.0851	-0.2425	-0.381	-0.4447	-0.6446	-0.7585	-0.76	-0.8255	-0.7992	-0.6418	-0.6134	-0.6944	-0.6476	-0.7012	-0.7968	-0.8415	-0.7517	-0.7332	-0.6764	-0.5422	-0.3815	-0.2652	-0.078	0.0419	0.1064	0.1634	0.1823	0.124	0.1479	0.1614	0.1647	0.2828	0.3809	0.4931	0.6161	0.793	0.8431	0.9812	1.0024	1.0396	0.9058	0.8002	0.5798	0.2825
PF3D7_1117500	-0.269	-0.2905	-0.375	-0.3817	-0.4	-0.4414	-0.4175	-0.3789	-0.3877	-0.3548	-0.3638	-0.3314	-0.2999	-0.2451	-0.2126	-0.0886	-0.0051	0.0726	0.0965	0.1596	0.2044	0.2061	0.226	0.2298	0.2093	0.2044	0.1894	0.1634	0.1659	0.1679	0.139	0.0901	0.0977	0.0863	0.0979	0.0679	0.0835	0.0645	0.0894	0.0732	0.0841	0.0577	0.0244	-0.0594	-0.1301	-0.1557	-0.1642	-0.1821	-0.2337	-0.1968	-0.2527	-0.2733	-0.2131
PF3D7_1117700	-0.1052	-0.0851	-0.0832	-0.0912	-0.1103	-0.1218	-0.1061	-0.1368	-0.1095	-0.0868	-0.0754	-0.101	0.0231	0.0438	0.0481	0.0399	0.0612	-0.011	-0.0139	0.0422	0.0194	0.0213	0.0191	0.0048	-0.0307	0.005	-0.011	-0.0074	-0.0355	-0.047	-0.0759	-0.0671	-0.0804	-0.1078	-0.0236	0.0037	0.0109	0.0146	0.0481	-0.0581	-0.0597	-0.0504	-0.0592	-0.0507	-0.0649	-0.0753	-0.1189	-0.1582	-0.2048	-0.132	-0.1132	-0.0322	0.1054
PF3D7_1117800	-0.1165	-0.0509	0.0117	0.0014	0.0241	0.0288	0.0072	-0.0071	0.048	0.1094	0.1135	0.1004	0.0915	0.0639	0.0216	-0.0192	0.0146	0.0254	0.0365	0.0111	-0.0116	-0.1018	-0.1509	-0.2131	-0.2004	-0.1327	-0.098	-0.053	0.0104	0.0374	0.0494	0.1271	0.128	0.1354	0.1286	0.0771	0.0129	0.0562	0.0415	0.0482	0.0923	0.15	0.1679	0.1794	0.1907	0.2216	0.2361	0.2428	0.1975	0.1382	-0.0303	-0.2547	-0.4924
PF3D7_1117900	-0.0336	0.0208	0.0347	0.0598	0.0367	0.0102	-0.0614	-0.0817	-0.1285	-0.1732	-0.153	-0.1879	-0.2362	-0.2791	-0.3427	-0.3624	-0.3243	-0.2672	-0.2715	-0.1971	-0.2049	-0.2301	-0.2359	-0.1348	-0.137	-0.1165	-0.0243	0.0095	0.0381	0.0441	0.101	0.0823	0.1003	0.0851	0.1516	0.1433	0.1482	0.1451	0.1575	0.1752	0.2343	0.2801	0.3501	0.3786	0.4106	0.4429	0.5137	0.5869	0.588	0.5197	0.352	0.0961	-0.1993
PF3D7_1118000	0.0819	0.0624	0.1011	0.0888	0.1139	0.1279	0.1306	0.1039	0.1144	0.1148	0.136	0.1283	0.1259	0.1441	0.1702	0.1217	0.1197	0.0913	0.08	0.0429	0.0387	0.0335	0.0349	0.0208	0.0041	-0.0057	-0.0108	0.0078	0.011	0.0264	0.0553	0.0509	0.0642	0.0744	0.064	0.0609	0.076	0.0751	0.0788	0.0808	0.0728	0.0829	0.0606	0.0428	0.0555	0.0425	0.0427	0.0523	0.0532	0.0385	0.0705	0.0572	0.0678
PF3D7_1118100	0.3406	0.2058	0.1807	0.0983	0.0684	0.0893	0.0942	0.1117	0.1297	0.1753	0.1446	0.089	0.0466	0.0091	0.0968	0.0466	0.0586	0.0364	0.0655	-0.0565	-0.0592	-0.101	-0.0849	-0.1014	-0.1011	-0.0419	-0.0434	-0.0339	-0.0208	0.0342	-0.0206	0.0374	0.0032	-0.0485	-0.0856	-0.0901	-0.1413	-0.1234	-0.1082	-0.1306	-0.1589	-0.1845	-0.2199	-0.2923	-0.3113	-0.3293	-0.3632	-0.4145	-0.332	-0.2781	-0.1024	0.1105	0.3614
PF3D7_1118200	-1.3667	-1.2308	-1.2388	-1.196	-1.2261	-1.3344	-1.2961	-1.1935	-1.0888	-0.9017	-0.688	-0.4697	-0.2813	-0.0476	0.1231	0.3184	0.4609	0.5708	0.5567	0.6127	0.6086	0.5675	0.5329	0.4619	0.4661	0.4959	0.457	0.3683	0.3913	0.3342	0.2348	0.1795	0.1765	0.121	0.0477	-0.0924	-0.2108	-0.3354	-0.5245	-0.6964	-0.8395	-0.9662	-1.1318	-1.2525	-1.3726	-1.3872	-1.4035	-1.394	-1.3593	-1.1794	-1.1414	-1.0187	-0.8757
PF3D7_1118300	-0.0115	0.1557	0.2728	0.3486	0.1934	0.1971	0.1058	0.0388	0.1078	0.2708	0.2983	0.2951	0.2904	0.1631	0.1047	-0.0117	-0.0177	-0.0285	-0.0379	-0.0587	-0.0506	-0.0989	0	0.0399	0.0848	0.1287	0.116	-0.0781	-0.0784	-0.1319	-0.1528	-0.0552	0.0374	-0.0417	-0.0397	-0.0955	-0.1994	-0.2315	-0.2721	-0.5659	-0.6611	-0.6851	-0.7032	-0.6897	-0.4763	-0.4391	-0.4559	-0.5166	-0.4896	-0.4318	-0.4349	-0.4177	-0.5438
PF3D7_1118400	0.3918	0.2621	0.2064	0.1142	0.1586	0.2084	0.172	0.0824	0.0557	-0.0222	-0.1565	-0.1766	-0.1631	-0.1815	-0.2417	-0.3353	-0.4792	-0.5445	-0.5808	-0.5761	-0.5789	-0.5626	-0.5273	-0.5397	-0.5465	-0.4993	-0.4631	-0.426	-0.3548	-0.263	-0.1549	-0.0106	0.0523	0.0913	0.0779	0.1035	0.0952	0.1119	0.154	0.1674	0.2091	0.2734	0.3729	0.4377	0.5718	0.5733	0.6107	0.6338	0.5702	0.399	0.3716	0.1885	0.0905
PF3D7_1118500	0.0096	0.1014	0.1595	0.1953	0.2179	0.2171	0.186	0.1874	0.2046	0.1975	0.2386	0.2938	0.2787	0.2778	0.2658	0.2364	0.2239	0.1882	0.138	0.1245	0.0771	0.0206	0.0329	0.0284	-0.0083	-0.0634	-0.1418	-0.1824	-0.199	-0.2339	-0.2181	-0.1555	-0.1663	-0.1781	-0.1237	-0.1402	-0.2168	-0.2077	-0.2677	-0.2441	-0.189	-0.1359	-0.1285	-0.1033	-0.1781	-0.178	-0.1778	-0.2107	-0.0791	0.0113	0.0391	0.1506	0.1293
PF3D7_1118600	0.3164	0.2866	0.3135	0.2987	0.2747	0.3832	0.3685	0.4224	0.4682	0.5092	0.451	0.3907	0.3101	0.2935	0.2182	0.1701	0.194	0.2136	0.1476	0.0958	0.0373	-0.0438	-0.0961	-0.1156	-0.0931	-0.0783	-0.0964	-0.1495	-0.1924	-0.2219	-0.2406	-0.2241	-0.2164	-0.1869	-0.2177	-0.2688	-0.2976	-0.3014	-0.357	-0.3939	-0.4337	-0.4673	-0.4498	-0.4252	-0.3108	-0.2169	-0.1692	-0.19	0.0197	0.0417	0.0984	0.1935	-1e-04
PF3D7_1118700	0.1236	0.1176	0.1316	0.1758	0.2578	0.23	0.2069	0.153	0.0316	-0.2124	-0.3949	-0.5282	-0.6896	-0.9059	-0.9921	-0.9662	-1.0184	-0.9935	-0.9	-0.8899	-0.9058	-0.8797	-0.9582	-0.9344	-0.9009	-0.8505	-0.7946	-0.6556	-0.6065	-0.4818	-0.3473	-0.2586	-0.1432	-0.0141	0.0398	0.0696	0.1282	0.0966	0.1573	0.2888	0.4151	0.5671	0.7864	0.9926	1.1098	1.2069	1.3068	1.3506	1.2497	1.0367	0.7641	0.3663	-0.1302
PF3D7_1118800	-0.0337	-0.0037	0.0267	0.0309	0.0115	0.0186	-7e-04	-0.0135	-0.0163	0.0101	-0.0065	-0.0113	-0.0236	-0.0256	-0.043	-0.0471	-0.0294	-0.0136	-0.0046	0.0018	0.0261	0.0084	-0.0012	-0.0079	0.0121	-0.0115	0.0068	0.0263	0.0691	0.0573	0.0736	0.0778	0.0657	0.0408	0.0507	0.0535	0.0515	0.0545	0.0457	0.0486	0.0383	0.0318	0.0329	0.0331	0.0304	0.0316	0.0294	-0.0042	-0.0069	-0.0251	-0.0248	-0.012	0.0013
PF3D7_1118900	-0.0494	-0.024	-0.0107	-0.0325	-0.0542	-0.0385	-0.0423	-0.0518	-0.0403	0.008	-0.0189	-0.0165	-0.0125	0.0031	-0.0057	-0.001	0.0231	0.0311	0.0336	0.0377	0.0344	0.0231	0.0302	0.0174	0.0258	0.0408	0.0302	0.036	0.06	0.0441	0.0375	0.0273	-0.0017	-0.0274	-0.02	-0.0275	-0.017	0.0014	0.0118	0.0177	0.038	0.0452	0.0511	0.0567	0.0255	-0.0045	-0.0034	0.0184	0.0292	0.048	0.0535	0.0212	-0.0372
PF3D7_1119000	-0.2125	-0.2655	-0.3037	-0.3728	-0.6029	-0.7864	-0.8724	-1.0821	-1.1094	-0.9861	-0.968	-0.9048	-0.8013	-0.8269	-0.7492	-0.5362	-0.4591	-0.3355	-0.169	-0.0805	-0.0424	0.0524	0.0832	0.1264	0.183	0.1709	0.2067	0.3363	0.3785	0.3706	0.4218	0.4426	0.3538	0.3331	0.3456	0.3306	0.2639	0.2993	0.2937	0.2294	0.2007	0.1906	0.0937	0.0045	-0.071	-0.1546	-0.215	-0.2265	-0.3081	-0.3611	-0.4504	-0.5947	-0.7107
PF3D7_1119100	-0.2514	-0.116	-0.0487	0.0097	0.0217	0.0394	0.0764	0.1024	0.107	0.1898	0.2883	0.3244	0.3598	0.3951	0.3548	0.2869	0.2968	0.2774	0.2564	0.2889	0.2316	0.1971	0.1651	0.1387	0.1218	0.0817	0.0545	0.0339	0.0612	0.0335	0.0543	0.0754	0.0742	0.0208	0.0181	-0.0183	-0.0671	-0.0882	-0.0743	-0.1067	-0.0798	-0.0829	-0.087	-0.1246	-0.1584	-0.166	-0.2149	-0.2399	-0.2615	-0.1883	-0.1134	0.0416	0.299
PF3D7_1119200	-0.0532	0.1178	0.2335	0.4084	0.5623	0.5601	0.6183	0.7176	0.6996	0.6453	0.7375	0.7336	0.7044	0.7069	0.7747	0.785	0.7338	0.6423	0.5761	0.4564	0.3783	0.3988	0.3168	0.2363	0.1284	0.0372	-0.0377	0.0033	-0.0723	-0.1009	-0.1606	-0.3596	-0.4499	-0.4085	-0.4281	-0.4459	-0.3554	-0.3705	-0.4403	-0.4141	-0.3614	-0.3462	-0.3535	-0.3185	-0.3253	-0.2897	-0.3096	-0.3345	-0.1939	-0.0891	0.0602	0.3877	0.654
PF3D7_1119300	0.1957	0.1256	0.0601	0.04	0.043	0.0031	0.0824	0.0968	0.083	0.0442	0.1095	0.1113	0.1131	0.2492	0.2654	0.2962	0.2868	0.238	0.1049	0.0712	0.0549	0.0727	0.0344	-0.0028	-0.0177	-0.0817	-0.1606	-0.0843	-0.0861	-0.0925	-0.0843	-0.1027	-0.1012	-0.0132	0.0191	0.0658	0.1387	0.0975	-0.0105	-0.0588	-0.1039	-0.0794	-0.0753	-0.0307	0.0283	0.0472	0.0555	0.0916	0.1493	0.1297	0.144	0.1159	0.1006
PF3D7_1119400	-0.1614	-0.106	-0.1045	-0.11	-0.1734	-0.2872	-0.3104	-0.3508	-0.3371	-0.2494	-0.1541	-0.0902	-0.0629	-0.0756	-0.0629	-0.094	-0.1063	-0.0973	-0.0838	-0.0732	-0.0498	-0.0818	0.0111	-0.0346	-0.0318	-0.0091	0.0559	-0.0135	0.0891	0.0928	0.1156	0.1482	0.1701	0.1516	0.151	0.1354	0.112	0.0762	0.07	0.0619	0.0682	0.1003	0.1835	0.1832	0.2247	0.1879	0.1534	0.1286	0.0825	0.0228	-0.0295	-0.1475	-0.2652
PF3D7_1119500	-0.0596	-0.0176	0.0486	0.0553	0.0855	0.1343	0.0734	0.0867	0.1093	0.1593	0.233	0.2777	0.2954	0.2796	0.2151	0.0719	0.0057	-0.0369	-0.0879	-0.0988	-0.1101	-0.122	-0.0625	-0.0163	0.0257	0.0635	0.072	0.0197	0.0062	0.0102	-0.0036	-0.003	-0.0075	-0.0438	-0.0841	-0.1191	-0.1361	-0.1501	-0.0997	-0.0625	0.0094	0.0115	0.0361	-0.0277	-0.0362	-0.0806	-0.077	-0.1118	-0.1258	-0.1452	-0.1214	-0.0943	0.0543
PF3D7_1119600	-0.1278	-0.1137	-0.1167	-0.1207	-0.1087	-0.1185	-0.1266	-0.1422	-0.1093	-0.1042	-0.1122	-0.1263	-0.0231	-0.0703	-0.0717	-0.0663	-0.0174	-0.0686	0.0047	0.064	0.054	0.0202	0.0311	-0.0296	-0.0866	-0.0444	-0.032	-0.0343	-0.037	-0.0236	-0.05	-0.044	-0.0787	-0.0748	-0.0316	-0.0287	-0.028	-0.0132	0.006	-0.0438	-0.05	-0.0654	-0.0885	-0.0889	-0.0543	-0.0631	-0.0822	-0.0929	-0.1411	-0.1611	-0.1219	-0.0537	0.079
PF3D7_1119700	0.4997	0.2972	0.2476	0.1111	0.0916	0.1391	0.0959	0.0379	0.0507	0.0565	0.0205	0.0157	-0.0203	-0.0935	-0.1916	-0.3117	-0.4822	-0.545	-0.5468	-0.6202	-0.6931	-0.6928	-0.7077	-0.7265	-0.6706	-0.5857	-0.5737	-0.492	-0.4904	-0.447	-0.4143	-0.28	-0.2633	-0.1799	-0.136	-0.1025	-0.1162	-0.0279	-0.0492	-0.0987	-0.1317	-0.1649	-0.1727	-0.0704	0.0566	0.1344	0.3279	0.366	0.4713	0.4036	0.377	0.1762	-0.188
PF3D7_1119800	-0.1191	0.0067	0.1554	0.2207	0.3576	0.4059	0.396	0.3626	0.3754	0.3184	0.3395	0.3235	0.3512	0.3779	0.3	0.2534	0.1788	0.0703	-0.0076	-0.0169	-0.0686	-0.0356	-0.0974	-0.1481	-0.1682	-0.2045	-0.2943	-0.22	-0.2301	-0.2247	-0.228	-0.2011	-0.2256	-0.1948	-0.2254	-0.2065	-0.1982	-0.1702	-0.2187	-0.22	-0.2169	-0.1656	-0.1665	-0.0972	-0.0454	-0.0419	-0.0352	-0.0337	-0.0413	-0.0822	-0.0484	-0.0657	-0.0195
PF3D7_1119900	-0.0942	-0.0943	-0.0985	-0.1202	-0.1263	-0.1085	-0.1219	-0.092	-0.0632	-0.0265	-0.028	-0.0495	0.0648	0.0504	0.0673	0.0875	0.1439	0.038	0.0467	-0.0214	-0.0678	-0.0328	-0.0397	-0.0128	0.0566	0.158	0.1395	0.1845	0.1536	0.1305	0.0336	-0.0337	-0.0911	-0.11	0.0178	0.0523	0.0519	0.0549	0.0936	-0.0691	-0.06	0.0092	0.0618	0.0394	-0.017	-0.0393	-0.0913	-0.1709	-0.1904	-0.108	0.0709	0.2606	0.7255
PF3D7_1120000	-0.0283	0.1035	0.0723	0.1215	0.2066	0.0608	0.1111	0.1829	0.1267	-0.0273	0.0364	0.1377	0.2183	0.3711	0.4375	0.721	0.6473	0.4953	0.3758	0.4798	0.4371	0.5527	0.5127	0.4799	0.3572	0.158	0.1023	0.187	0.1016	0.0373	-0.047	-0.2161	-0.2289	-0.1095	-0.0255	0.0584	0.1832	0.1094	0.0557	0.0851	0.0363	-0.0778	-0.1098	-0.0568	-0.1725	-0.1692	-0.061	0.0538	0.1093	0.1632	0.1762	0.1299	-0.0126
PF3D7_1120100	-0.1846	-0.2256	-0.2284	-0.2575	-0.2563	-0.2008	-0.1184	-0.1454	0.0268	0.1944	0.2465	0.2401	0.3441	0.2836	0.329	0.2476	0.2649	0.2474	0.2582	0.2134	0.2233	0.1973	0.2625	0.209	0.1539	0.1605	0.0897	0.1124	0.1321	0.1483	0.1772	0.2975	0.1952	0.1665	0.1539	0.1244	0.0206	0.0067	-0.0892	-0.2379	-0.3508	-0.3932	-0.534	-0.6158	-0.6392	-0.6889	-0.8267	-0.8389	-0.7978	-0.7302	-0.6257	-0.4201	-0.2416
PF3D7_1120200	0.4133	0.2565	0.2531	0.1126	-0.0078	0.0075	-0.0929	-0.2904	-0.2584	-0.2262	-0.3776	-0.4264	-0.4026	-0.5647	-0.5052	-0.4724	-0.46	-0.4427	-0.2962	-0.3521	-0.3822	-0.3776	-0.4079	-0.385	-0.3557	-0.3498	-0.3585	-0.1839	-0.1577	-0.0721	0.034	0.2126	0.1736	0.1503	0.1392	0.1259	-0.004	0.0298	0.0868	-0.0109	0.0846	0.1972	0.2171	0.1634	0.3123	0.2833	0.2755	0.2602	0.368	0.3077	0.3335	0.3083	0.2355
PF3D7_1120300	-0.0324	0.0154	-0.0343	-0.0386	-0.0875	-0.1222	-0.1169	-0.1041	-0.0911	-0.0513	-0.0609	-0.0714	-0.0789	-0.0624	-0.0629	-0.088	-0.0694	-0.0698	-0.0682	-0.0299	0.0036	0.01	0.0919	0.1062	0.0983	0.1049	0.0991	0.0708	0.0635	0.0492	0.0827	0.157	0.1808	0.1648	0.1592	0.1777	0.138	0.1421	0.138	0.1146	0.0895	0.0857	0.0817	0.098	0.1558	0.1493	0.1921	0.1962	0.1503	0.1598	0.1325	0.0536	0.0553
PF3D7_1120400	0.7402	0.7269	0.7396	0.6633	0.624	0.6917	0.6627	0.6873	0.8065	0.8785	0.9436	0.9402	0.9501	0.9123	0.9253	0.6987	0.5913	0.4872	0.336	0.1147	0.025	-0.1459	-0.2203	-0.2766	-0.3094	-0.3073	-0.2904	-0.3317	-0.4142	-0.4257	-0.4845	-0.4837	-0.5405	-0.4676	-0.549	-0.5545	-0.5584	-0.5344	-0.5542	-0.5097	-0.4516	-0.4263	-0.3768	-0.3414	-0.2455	-0.2206	-0.1772	-0.1848	-0.0246	-0.0141	0.1264	0.275	0.3154
PF3D7_1120500	-0.0262	-0.0023	0.0178	0.0272	-0.0058	0.0699	0.0857	0.1419	0.1865	0.2793	0.2689	0.2594	0.2135	0.2398	0.252	0.2029	0.2266	0.2687	0.2113	0.1412	0.1261	0.0562	0.1089	0.1503	0.1492	0.1952	0.1839	0.0581	0.0022	-0.0065	-0.0708	-0.0599	-0.0494	-0.0742	-0.0998	-0.1499	-0.1999	-0.2102	-0.2891	-0.3591	-0.4163	-0.4799	-0.5239	-0.5564	-0.5366	-0.5412	-0.5146	-0.54	-0.4534	-0.4002	-0.2464	-0.1063	0.0655
PF3D7_1120600	-0.386	-0.2026	-0.1664	-0.0465	-0.0787	-0.176	-0.1684	-0.184	-0.2507	-0.2055	-0.1955	-0.1866	-0.1856	-0.2387	-0.2557	-0.1409	-0.0852	-0.0421	0.0371	0.0934	0.1316	0.1744	0.1601	0.1901	0.2247	0.1612	0.1405	0.1955	0.2032	0.1346	0.1354	0.1237	0.1343	0.1283	0.2164	0.2481	0.2332	0.2056	0.1524	0.0874	0.0229	0.0246	-0.0044	-0.0011	-0.037	-0.0207	-0.0648	-0.0356	-0.0417	0.0274	0.0342	0.0852	0.1509
PF3D7_1120700	-0.0843	-0.0597	-0.1128	-0.1091	-0.137	-0.1888	-0.2453	-0.2131	-0.2303	-0.22	-0.2704	-0.22	-0.2368	-0.2068	-0.1936	-0.04	0.0051	0.0466	6e-04	0.0336	0.0152	0.0326	0.04	0.0478	0.0567	0.0506	0.1144	0.1672	0.1824	0.1422	0.1276	0.0268	0.0103	0.053	0.1374	0.1623	0.2342	0.1904	0.2181	0.2391	0.2191	0.2067	0.225	0.2389	0.2257	0.2434	0.2419	0.3364	0.25	0.1834	0.1247	0.0175	-0.0345
PF3D7_1120800	-0.1287	-0.0568	-0.1455	-0.2121	-0.3604	-0.489	-0.5957	-0.6814	-0.6863	-0.5894	-0.596	-0.5362	-0.4413	-0.4229	-0.328	-0.2371	-0.1404	-0.0495	0.0283	0.0263	0.0519	0.0408	0.0364	0.0667	0.079	0.0527	0.0719	0.1795	0.2401	0.2782	0.376	0.4753	0.4079	0.3535	0.3743	0.3392	0.2276	0.2721	0.2313	0.1081	0.1107	0.0969	0.0385	-9e-04	0.039	-0.0407	-0.0488	-0.0869	-0.0977	-0.1242	-0.1283	-0.1702	-0.1651
PF3D7_1120900	0.1389	-0.0484	-0.1606	-0.2339	-0.3741	-0.3786	-0.4153	-0.4563	-0.4889	-0.4552	-0.5299	-0.5279	-0.5131	-0.4371	-0.2836	-0.1524	-0.0232	0.1098	0.1141	0.0804	0.0886	0.061	0.0943	0.1557	0.1574	0.1914	0.2552	0.261	0.3169	0.3523	0.3794	0.4079	0.3687	0.2898	0.2957	0.2564	0.1699	0.1916	0.2097	0.1825	0.1644	0.1579	0.115	0.022	0.0236	0.0089	-0.0081	-0.042	-0.0333	-0.0678	-0.0822	-0.1107	-0.1091
